fid,xcoord,ycoord,date_day,date_month,date_year,SPECIES,daily_text_comment_rem,layer,code,cellcode
68631,9.174141,45.533318,24,6,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68632,9.173947,45.531104,24,6,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68633,9.175908,45.530504,24,6,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68634,9.17807,45.530937,24,6,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68635,9.178436,45.531152,24,6,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68636,9.176237,45.532285,24,6,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68637,9.176237,45.532285,24,6,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68638,9.17657,45.534566,24,6,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68639,9.176949,45.53449,24,6,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68640,9.17290309,45.53590484,24,6,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68641,9.219227073,45.55839537,25,6,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68642,9.182167053,45.57722231,2,7,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68643,9.208173752,45.54023277,5,7,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68644,9.180902,45.576782,10,7,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68645,9.181209,45.577063,10,7,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68646,9.179741,45.57744,10,7,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68647,9.179741,45.57744,10,7,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68648,9.183441,45.577685,10,7,2016,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68649,9.182743,45.577454,10,7,2016,Onychogomphus forcipatus,,export_20241130,Continental,10kmE425N249
68650,9.198732376,45.52904998,10,7,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68651,9.198732376,45.52904998,10,7,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68652,9.198732376,45.52904998,11,7,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68653,9.207299,45.537913,11,7,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68654,9.206862,45.537883,11,7,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68655,9.207377,45.53789,11,7,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68656,9.207307,45.537909,11,7,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68657,9.207307,45.537909,11,7,2016,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68658,9.207307,45.537909,11,7,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68659,9.206856,45.537892,11,7,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68660,9.108934535,45.57198802,4,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68661,9.108934535,45.57198802,4,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68662,9.108934535,45.57198802,4,8,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68663,9.108934535,45.57198802,4,8,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68664,9.108917113,45.56298699,4,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68665,9.108917113,45.56298699,4,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68666,9.108934535,45.57198802,10,8,2016,Ischnura pumilio,,export_20241130,Continental,10kmE425N249
68667,9.108934535,45.57198802,10,8,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE425N249
68668,9.108934535,45.57198802,10,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68669,9.096887,45.597232,11,8,2016,Onychogomphus forcipatus unguiculatus,,export_20241130,Continental,10kmE425N249
68670,9.096887,45.597232,11,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68671,9.096887,45.597232,11,8,2016,Onychogomphus forcipatus unguiculatus,,export_20241130,Continental,10kmE425N249
68672,9.096887,45.597232,11,8,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE425N249
68673,9.096087746,45.55399744,13,8,2016,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68674,9.216949,45.575661,13,8,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68675,9.216949,45.575661,13,8,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68676,9.216949,45.575661,13,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68677,9.213067,45.575019,13,8,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68678,9.214038,45.575236,13,8,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68679,9.213194,45.575102,13,8,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68680,9.21663,45.575451,13,8,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68681,9.212948,45.578469,13,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68682,9.210528,45.575847,13,8,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68683,9.209043,45.576693,13,8,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68684,9.209691,45.577713,13,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68685,9.210678,45.575916,13,8,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68686,9.216849,45.575617,13,8,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68687,9.210929,45.575063,13,8,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68688,9.211022,45.574999,13,8,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68689,9.211022,45.574999,13,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68690,9.211015,45.5748,13,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68691,9.211151,45.574649,13,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68692,9.212462,45.574945,13,8,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68693,9.108986861,45.59899122,14,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68694,9.108986861,45.59899122,14,8,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68695,9.211253,45.577831,16,8,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68696,9.211253,45.577831,16,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68697,9.211464,45.578021,16,8,2016,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68698,9.211464,45.578021,16,8,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68699,9.21183,45.578029,16,8,2016,Aeshna cyanea,,export_20241130,Continental,10kmE425N249
68700,9.216848,45.575166,16,8,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68701,9.217335,45.575724,16,8,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68702,9.217335,45.575724,16,8,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68703,9.217335,45.575724,16,8,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68704,9.217335,45.575724,16,8,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE425N249
68705,9.217335,45.575724,16,8,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68706,9.21713,45.575649,16,8,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68707,9.217341,45.575278,16,8,2016,Anax parthenope,,export_20241130,Continental,10kmE425N249
68708,9.198732376,45.52904998,26,8,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68709,9.208173752,45.54023277,28,8,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68710,9.176150911,45.53269,29,8,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68711,9.176150911,45.53269,29,8,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68712,9.176107216,45.5326635,29,8,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68713,9.17770308,45.60451434,2,9,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68714,9.156265305,45.58925359,2,9,2016,Aeshna cyanea,,export_20241130,Continental,10kmE425N249
68715,9.107597744,45.56810324,2,9,2016,Ischnura pumilio,,export_20241130,Continental,10kmE425N249
68716,9.107597744,45.56810324,2,9,2016,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68717,9.116296611,45.57182633,2,9,2016,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68718,9.110279953,45.57671683,2,9,2016,Cordulegaster boltonii,,export_20241130,Continental,10kmE425N249
68719,9.109228527,45.55912639,2,9,2016,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68720,9.097319519,45.55049098,2,9,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68721,9.09833243,45.60405024,3,9,2016,Ischnura pumilio,,export_20241130,Continental,10kmE425N249
68722,9.09833243,45.60405024,3,9,2016,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68723,9.101333986,45.54908757,5,9,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68724,9.207096,45.540073,23,9,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68725,9.208059,45.539793,23,9,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE425N249
68726,9.208059,45.539793,23,9,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68727,9.208059,45.539793,23,9,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68728,9.208059,45.539793,23,9,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68729,9.205521,45.546423,23,9,2016,Anax imperator,,export_20241130,Continental,10kmE425N249
68730,9.205521,45.546423,23,9,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68731,9.20781,45.539582,23,9,2016,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68732,9.20781,45.539582,23,9,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68733,9.205521,45.546423,23,9,2016,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68734,9.208132,45.539512,23,9,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68735,9.205521,45.546423,23,9,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68736,9.209664,45.539076,23,9,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68737,9.205351,45.546193,23,9,2016,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68738,9.209262,45.539034,23,9,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68739,9.207733,45.537752,23,9,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68740,9.207733,45.537752,23,9,2016,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68741,9.207733,45.537752,23,9,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68742,9.207096,45.540073,23,9,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68743,9.207096,45.540073,23,9,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68744,9.19579738,45.53710199,12,10,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68745,9.208173752,45.54023277,16,10,2016,Lestes viridis,,export_20241130,Continental,10kmE425N249
68746,9.208173752,45.54023277,18,10,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68747,9.208173752,45.54023277,18,10,2016,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68748,9.198732376,45.52904998,18,10,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68749,9.187320796,45.52443216,7,11,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68750,9.1762582,45.53290044,12,11,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68751,9.176422695,45.53207038,4,4,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68752,9.17290309,45.53590484,4,4,2017,Ischnura pumilio,,export_20241130,Continental,10kmE425N249
68753,9.208173752,45.54023277,29,4,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68754,9.208173752,45.54023277,2,5,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68755,9.208173752,45.54023277,15,5,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68756,9.188175201,45.53566373,16,5,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68757,9.182167053,45.57722231,18,5,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68758,9.152898788,45.53936107,20,5,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68759,9.208128,45.539841,21,5,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68760,9.208128,45.539841,21,5,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68761,9.208128,45.539841,21,5,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68762,9.208215,45.539679,21,5,2017,Libellula fulva,,export_20241130,Continental,10kmE425N249
68763,9.208173752,45.54023277,21,5,2017,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68764,9.207317006,45.5400453,21,5,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68765,9.208173752,45.54023277,23,5,2017,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68766,9.208173752,45.54023277,23,5,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68767,9.208173752,45.54023277,24,5,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68768,9.208173752,45.54023277,25,5,2017,Odonata sp.,,export_20241130,Continental,10kmE425N249
68769,9.182167053,45.57722231,27,5,2017,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68770,9.205841163,45.52940978,29,5,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68771,9.205942934,45.52949738,29,5,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68772,9.188175201,45.53566373,31,5,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68773,9.185233,45.577537,2,6,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68774,9.182302,45.577348,2,6,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68775,9.182302,45.577348,2,6,2017,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68776,9.206735682,45.53219858,3,6,2017,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68777,9.208314476,45.54495256,3,6,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68778,9.208605579,45.54459536,3,6,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68779,9.208517855,45.54407653,3,6,2017,Libellula depressa,,export_20241130,Continental,10kmE425N249
68780,9.206672495,45.53223314,3,6,2017,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68781,9.198732376,45.52904998,3,6,2017,Ischnura pumilio,,export_20241130,Continental,10kmE425N249
68782,9.208173752,45.54023277,3,6,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68783,9.217100924,45.57520614,9,6,2017,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68784,9.209870249,45.58470025,9,6,2017,Erythromma viridulum,,export_20241130,Continental,10kmE425N249
68785,9.216826735,45.57535541,9,6,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68786,9.108934535,45.57198802,11,6,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68787,9.207362643,45.53808319,12,6,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68788,9.208173752,45.54023277,12,6,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68789,9.208173752,45.54023277,12,6,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68790,9.182167053,45.57722231,13,6,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68791,9.182167053,45.57722231,13,6,2017,Libellula fulva,,export_20241130,Continental,10kmE425N249
68792,9.182167053,45.57722231,13,6,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68793,9.182167053,45.57722231,13,6,2017,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68794,9.182167053,45.57722231,13,6,2017,Sympetrum sanguineum,,export_20241130,Continental,10kmE425N249
68795,9.209910043,45.58483461,13,6,2017,Erythromma viridulum,,export_20241130,Continental,10kmE425N249
68796,9.218772062,45.58639638,13,6,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68797,9.216886347,45.57538638,13,6,2017,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68798,9.216886347,45.57538638,13,6,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68799,9.217556296,45.57577596,13,6,2017,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68800,9.207541259,45.53799938,15,6,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68801,9.176495,45.530149,18,6,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68802,9.177057,45.529537,18,6,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68803,9.17677,45.529497,18,6,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68804,9.177089,45.530491,18,6,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68805,9.178302,45.531028,18,6,2017,Lestes viridis,,export_20241130,Continental,10kmE425N249
68806,9.174148,45.531742,18,6,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68807,9.174304,45.532233,18,6,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68808,9.174345,45.535218,18,6,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68809,9.174289,45.535208,18,6,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68810,9.210253,45.585082,18,6,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68811,9.175243537,45.530697,18,6,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68812,9.17614632,45.53264397,18,6,2017,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68813,9.108986861,45.59899122,26,6,2017,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68814,9.108986861,45.59899122,26,6,2017,Onychogomphus forcipatus unguiculatus,,export_20241130,Continental,10kmE425N249
68815,9.208173752,45.54023277,27,6,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68816,9.208173752,45.54023277,27,6,2017,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68817,9.208173752,45.54023277,27,6,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68818,9.208173752,45.54023277,27,6,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68819,9.198732376,45.52904998,1,7,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68820,9.211360199,45.54484125,4,7,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68821,9.211360199,45.54484125,5,7,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68822,9.108934535,45.57198802,18,7,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68823,9.108934535,45.57198802,23,7,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68824,9.108934535,45.57198802,23,7,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68825,9.108934535,45.57198802,23,7,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68826,9.108934535,45.57198802,23,7,2017,Onychogomphus forcipatus,,export_20241130,Continental,10kmE425N249
68827,9.108934535,45.57198802,23,7,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68828,9.108917113,45.56298699,23,7,2017,Onychogomphus forcipatus,,export_20241130,Continental,10kmE425N249
68829,9.108917113,45.56298699,23,7,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68830,9.108951965,45.58098903,23,7,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68831,9.108917113,45.56298699,23,7,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68832,9.20739,45.545998,17,8,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68833,9.209470019,45.5851875,18,8,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68834,9.210577791,45.57346382,18,8,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68835,9.210577791,45.57346382,18,8,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68836,9.210577791,45.57346382,18,8,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68837,9.210577791,45.57346382,18,8,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68838,9.108917113,45.56298699,23,8,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68839,9.108917113,45.56298699,23,8,2017,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68840,9.108917113,45.56298699,23,8,2017,Onychogomphus forcipatus,,export_20241130,Continental,10kmE425N249
68841,9.214547,45.575328,23,8,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68842,9.214547,45.575328,23,8,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68843,9.214547,45.575328,23,8,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68844,9.216834,45.574943,23,8,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68845,9.216834,45.574943,23,8,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68846,9.182488,45.576073,23,8,2017,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68847,9.182488,45.576073,23,8,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68848,9.216411,45.575343,23,8,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68849,9.216411,45.575343,23,8,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68850,9.216411,45.575343,23,8,2017,Anax parthenope,,export_20241130,Continental,10kmE425N249
68851,9.216411,45.575343,23,8,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68852,9.216411,45.575343,23,8,2017,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68853,9.216834,45.576175,23,8,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68854,9.216834,45.576175,23,8,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68855,9.216748,45.575544,23,8,2017,Orthetrum brunneum,,export_20241130,Continental,10kmE425N249
68856,9.216748,45.575544,23,8,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68857,9.186850343,45.531618,30,8,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68858,9.186850343,45.531618,30,8,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68859,9.185681245,45.52688368,31,8,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68860,9.208173752,45.54023277,7,9,2017,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68861,9.194418371,45.58725281,7,9,2017,Anax imperator,,export_20241130,Continental,10kmE425N249
68862,9.207595522,45.53785287,8,9,2017,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68863,9.152898788,45.53936107,17,9,2017,Sympetrum fonscolombei,,export_20241130,Continental,10kmE425N249
68864,9.205686223,45.54632714,24,9,2017,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68865,9.205686223,45.54632714,24,9,2017,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68866,9.205686223,45.54632714,24,9,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68867,9.205686223,45.54632714,24,9,2017,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68868,9.216801297,45.5753678,25,9,2017,Lestes viridis,,export_20241130,Continental,10kmE425N249
68869,9.216801297,45.5753678,25,9,2017,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68870,9.216801297,45.5753678,25,9,2017,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68871,9.216801297,45.5753678,25,9,2017,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68872,9.216801297,45.5753678,25,9,2017,Orthetrum coerulescens,,export_20241130,Continental,10kmE425N249
68873,9.216801297,45.5753678,25,9,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68874,9.206543749,45.52949738,6,10,2017,Aeshna mixta,,export_20241130,Continental,10kmE425N249
68875,9.202615001,45.53160247,12,10,2017,Sympetrum pedemontanum,,export_20241130,Continental,10kmE425N249
68876,9.208173752,45.54023277,23,10,2017,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68877,9.208173752,45.54023277,30,10,2017,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68878,9.208173752,45.54023277,14,11,2017,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68879,9.208173752,45.54023277,21,11,2017,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68880,9.182167053,45.57722231,7,5,2018,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68881,9.182167053,45.57722231,7,5,2018,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68882,9.182167053,45.57722231,19,5,2018,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
68883,9.216886347,45.57538638,21,5,2018,Libellula depressa,,export_20241130,Continental,10kmE425N249
68884,9.216886347,45.57538638,21,5,2018,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68885,9.216886347,45.57538638,21,5,2018,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68886,9.206586664,45.53241352,24,5,2018,Coenagrion puella,,export_20241130,Continental,10kmE425N249
68887,9.207487887,45.53788461,25,5,2018,Libellula depressa,,export_20241130,Continental,10kmE425N249
68888,9.208173752,45.54023277,27,5,2018,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68889,9.108934535,45.57198802,2,6,2018,Libellula fulva,,export_20241130,Continental,10kmE425N249
68890,9.187784871,45.52536659,3,6,2018,Odonata sp.,,export_20241130,Continental,10kmE425N249
68891,9.187930596,45.52427291,5,6,2018,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68892,9.187746828,45.52474707,5,6,2018,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68893,9.176017,45.532571,9,6,2018,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68894,9.175723,45.533003,9,6,2018,Orthetrum albistylum,,export_20241130,Continental,10kmE425N249
68895,9.177563,45.530501,9,6,2018,Sympetrum striolatum,,export_20241130,Continental,10kmE425N249
68896,9.174073,45.533793,9,6,2018,Ischnura elegans,,export_20241130,Continental,10kmE425N249
68897,9.21344,45.575159,9,6,2018,Anax imperator,,export_20241130,Continental,10kmE425N249
68898,9.176133,45.532581,9,6,2018,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68899,9.210244,45.585335,9,6,2018,Calopteryx splendens,,export_20241130,Continental,10kmE425N249
68900,9.216589,45.575401,9,6,2018,Anax imperator,,export_20241130,Continental,10kmE425N249
68901,9.216589,45.575401,9,6,2018,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68902,9.216927,45.574959,9,6,2018,Crocothemis erythraea,,export_20241130,Continental,10kmE425N249
68903,9.182167053,45.57722231,9,6,2018,Orthetrum cancellatum,,export_20241130,Continental,10kmE425N249
68904,9.182167053,45.57722231,9,6,2018,Anax imperator,,export_20241130,Continental,10kmE425N249
68905,9.182167053,45.57722231,9,6,2018,Platycnemis pennipes,,export_20241130,Continental,10kmE425N249
